bed,bath,acre_lot,zip_code,house_size,location
3.0,3.0,0.42,754,997.0,2422
4.0,2.0,0.16,791,1516.0,2389
3.0,1.0,0.05,767,900.0,2434
3.0,2.0,0.07,718,890.0,2406
3.0,2.0,282.71,754,1295.0,2422
3.0,2.0,0.09,771,1170.0,2397
4.0,3.0,0.78,771,3500.0,2397
3.0,1.0,0.06,791,799.0,2389
3.0,2.0,0.07,767,849.0,2434
3.0,2.0,0.17,791,1044.0,2389
3.0,1.0,0.07,741,841.0,2389
3.0,2.0,0.5,791,1201.0,2389
4.0,3.0,0.19,791,2183.0,2389
3.0,3.0,0.06,791,2200.0,2389
4.0,4.0,0.31,726,3947.0,2364
3.0,1.0,0.17,714,870.0,2358
5.0,2.0,0.08,714,1393.0,2358
3.0,1.0,0.08,714,900.0,2358
4.0,1.0,0.09,714,900.0,2358
3.0,2.0,0.04,956,1156.0,2361
3.0,1.0,0.1,956,1000.0,2361
3.0,1.0,0.08,953,900.0,2426
3.0,3.0,0.09,715,4300.0,2412
3.0,1.0,0.09,751,870.0,2419
3.0,2.0,0.05,716,860.0,2412
5.0,3.0,0.32,716,1604.0,2406
8.0,10.0,0.14,717,6154.0,2412
3.0,1.0,0.01,717,822.0,2412
3.0,3.0,2.89,717,2400.0,2412
3.0,1.0,0.06,718,2723.0,2406
10.0,5.0,0.12,718,1582.0,2406
2.0,1.0,0.13,718,741.0,2406
3.0,2.0,1.03,718,1977.0,2406
3.0,2.0,0.06,718,1019.0,2406
3.0,2.0,1.09,718,2229.0,2406
4.0,2.0,0.25,718,3600.0,2406
4.0,4.0,0.49,718,1631.0,2406
3.0,2.0,0.52,718,2300.0,2406
2.0,1.0,40.8,718,900.0,2406
3.0,2.0,0.46,719,1318.0,2407
2.0,1.0,0.97,719,1500.0,2407
2.0,1.0,0.23,719,620.0,2407
4.0,2.0,0.03,949,1111.0,2427
4.0,2.0,0.09,976,2329.0,2428
2.0,1.0,0.12,739,1000.0,2372
3.0,3.0,0.07,959,1115.0,2362
5.0,2.0,0.04,784,1800.0,2382
3.0,2.0,0.08,956,1050.0,2361
4.0,3.0,0.1,739,1750.0,2372
4.0,2.0,0.08,791,1000.0,2389
3.0,2.0,0.0,778,1409.0,2385
3.0,2.0,0.13,723,1326.0,2410
6.0,4.0,0.14,727,2499.0,2364
3.0,2.0,0.1,926,1388.0,2421
4.0,3.0,0.32,926,2500.0,2421
4.0,3.0,1.0,953,2396.0,2426
3.0,1.0,0.07,976,800.0,2428
3.0,2.0,0.21,953,1000.0,2426
10.0,4.0,0.08,915,2905.0,2421
4.0,2.0,0.09,983,1072.0,2367
3.0,2.0,0.13,757,2198.0,2424
3.0,2.0,0.57,784,1000.0,2382
3.0,2.0,0.07,784,1264.0,2382
4.0,5.0,0.37,767,4902.0,2434
4.0,1.0,0.36,956,1071.0,2361
7.0,3.0,0.06,725,1410.0,2364
4.0,2.0,0.34,754,1100.0,2422
3.0,1.0,0.06,725,2447.0,2364
3.0,1.0,0.12,957,810.0,2361
3.0,2.0,0.09,739,920.0,2372
3.0,1.0,0.3,924,900.0,2421
3.0,2.0,0.04,956,1039.0,2361
6.0,5.0,0.14,777,2790.0,2393
3.0,3.0,0.17,739,14000.0,2372
4.0,2.0,0.09,926,1000.0,2421
3.0,3.0,0.74,777,2200.0,2393
7.0,6.0,0.54,969,7920.0,2384
6.0,3.0,0.09,959,1764.0,2362
5.0,5.0,0.25,969,4120.0,2384
3.0,2.0,0.27,959,1390.0,2361
6.0,4.0,0.25,961,2705.0,2361
3.0,2.0,0.15,957,1197.0,2361
7.0,3.0,0.09,925,2087.0,2364
7.0,4.0,0.12,736,3800.0,2369
4.0,3.0,0.16,969,2308.0,2384
3.0,2.0,0.11,969,1896.0,2384
5.0,5.0,0.13,969,3240.0,2384
2.0,1.0,0.07,725,953.0,2364
7.0,5.0,0.5,725,3312.0,2364
3.0,2.0,0.13,956,1300.0,2361
3.0,1.0,0.09,725,920.0,2364
6.0,3.0,0.25,926,5700.0,2421
5.0,2.0,0.97,926,3500.0,2421
3.0,2.0,0.3,725,1777.0,2364
3.0,2.0,0.67,767,857.0,2434
3.0,1.0,0.8,784,952.0,2382
4.0,4.0,0.09,725,1280.0,2364
3.0,2.0,0.97,778,906.0,2385
3.0,1.0,0.1,784,800.0,2382
6.0,3.0,0.22,956,1240.0,2361
3.0,5.0,0.39,959,2608.0,2361
11.0,5.0,1.34,736,2100.0,2369
3.0,2.0,0.13,723,900.0,2410
4.0,2.0,0.08,956,1822.0,2361
8.0,5.0,0.08,956,2364.0,2361
3.0,2.0,0.1,736,1450.0,2369
4.0,2.0,0.48,965,1700.0,2384
5.0,3.0,0.37,957,3154.0,2362
3.0,3.0,0.1,736,1700.0,2369
4.0,2.0,0.08,959,1480.0,2361
4.0,2.0,0.09,956,1254.0,2361
3.0,2.0,0.29,725,1152.0,2364
4.0,2.0,0.08,784,1050.0,2382
6.0,3.0,0.08,956,1625.0,2361
5.0,3.0,0.5,966,5600.0,2384
5.0,4.0,0.89,736,6000.0,2369
4.0,3.0,0.12,966,1700.0,2384
3.0,2.0,0.21,777,802.0,2393
3.0,1.0,0.05,962,800.0,2368
6.0,3.0,0.06,920,3466.0,2421
2.0,1.0,0.05,962,1025.0,2368
3.0,2.0,0.09,777,1160.0,2393
7.0,5.0,0.09,924,2321.0,2421
3.0,2.0,0.1,976,1050.0,2428
3.0,1.0,0.12,949,1000.0,2427
3.0,1.0,0.05,962,872.0,2368
6.0,4.0,0.12,911,2295.0,2421
6.0,1.0,0.21,920,756.0,2421
3.0,2.0,0.02,777,720.0,2393
5.0,2.0,0.08,987,1700.0,2367
4.0,2.0,0.04,915,1357.0,2421
2.0,2.0,0.97,745,1441.0,2415
6.0,3.0,0.07,920,1841.0,2421
3.0,2.0,1.15,949,1166.0,2427
1.0,1.0,0.09,949,3767.0,2427
4.0,3.0,0.12,907,3750.0,2421
8.0,7.0,0.07,907,2500.0,2421
3.0,2.0,0.93,979,1200.0,2367
2.0,1.0,3.4,926,850.0,2428
4.0,2.0,0.07,920,1200.0,2421
3.0,2.0,0.08,979,777.0,2367
4.0,3.0,0.1,966,2700.0,2384
3.0,1.0,0.04,926,900.0,2421
8.0,6.0,0.12,909,4111.0,2421
3.0,2.0,0.18,926,1200.0,2421
3.0,2.0,0.04,901,3176.0,2421
4.0,3.0,0.09,738,3500.0,2379
3.0,2.0,2.57,983,1264.0,2367
3.0,2.0,0.55,976,1816.0,2428
3.0,1.0,0.07,907,1374.0,2421
2.0,1.0,0.06,915,616.0,2421
2.0,1.0,0.15,909,598.0,2421
4.0,4.0,0.06,911,2634.0,2421
3.0,2.0,0.07,926,900.0,2428
7.0,6.0,0.32,976,5508.0,2428
5.0,2.0,0.08,958,2000.0,2361
3.0,2.0,0.08,949,1260.0,2427
3.0,1.0,0.04,915,786.0,2421
6.0,3.0,0.06,921,2016.0,2421
3.0,1.0,0.04,915,725.0,2421
3.0,3.0,0.06,920,1340.0,2421
3.0,1.0,0.06,736,750.0,2369
3.0,2.0,1.18,959,1390.0,2361
4.0,2.0,0.08,920,1204.0,2421
3.0,2.0,0.32,959,1200.0,2361
3.0,1.0,0.09,961,1000.0,2361
6.0,4.0,0.12,917,2503.0,2421
3.0,2.0,0.08,953,992.0,2426
6.0,4.0,0.12,918,3498.0,2421
3.0,1.0,0.16,976,567.0,2428
3.0,2.0,0.94,926,1288.0,2421
3.0,2.0,0.03,949,1250.0,2427
3.0,1.0,0.74,918,2500.0,2421
3.0,3.0,0.49,965,2372.0,2384
3.0,1.0,0.17,953,1027.0,2426
3.0,1.0,0.08,949,950.0,2427
4.0,2.0,0.09,927,1644.0,2421
3.0,2.0,0.2,953,1290.0,2426
3.0,2.0,0.09,739,930.0,2372
3.0,1.0,0.06,976,827.0,2428
3.0,2.0,0.06,965,1953.0,2384
4.0,2.0,0.09,949,1225.0,2426
4.0,2.0,0.05,969,1200.0,2384
4.0,2.0,0.09,966,2064.0,2384
4.0,3.0,0.32,969,4453.0,2384
4.0,2.0,0.09,959,1100.0,2361
5.0,3.0,0.27,927,3559.0,2421
4.0,2.0,0.1,976,2303.0,2428
2.0,2.0,0.07,907,2883.0,2421
5.0,3.0,0.25,926,4000.0,2421
5.0,5.0,0.27,966,3160.0,2384
2.0,1.0,1.45,739,653.0,2372
3.0,2.0,1.19,754,1616.0,2422
4.0,2.0,0.28,725,1500.0,2364
4.0,5.0,0.24,778,3840.0,2385
8.0,4.0,0.08,921,3000.0,2421
3.0,2.0,0.05,957,1759.0,2361
4.0,2.0,0.32,739,1720.0,2372
3.0,1.0,1.02,725,1167.0,2364
3.0,3.0,0.28,739,970.0,2372
4.0,2.0,0.12,959,1404.0,2361
3.0,2.0,0.09,959,991.0,2361
4.0,3.0,0.18,966,7653.0,2384
3.0,1.0,0.06,956,896.0,2361
3.0,2.0,0.08,910,1500.0,2421
4.0,2.0,0.2,926,1400.0,2421
3.0,2.0,0.09,957,1149.0,2361
3.0,1.0,0.06,924,650.0,2421
3.0,1.0,0.08,976,884.0,2428
3.0,2.0,0.09,949,786.0,2427
3.0,3.0,0.09,727,1453.0,2364
3.0,1.0,0.08,725,900.0,2364
4.0,2.0,0.11,976,2314.0,2428
3.0,2.0,0.92,725,972.0,2364
4.0,3.0,0.32,796,2200.0,2428
3.0,2.0,0.07,725,1316.0,2364
4.0,2.0,0.12,976,2500.0,2428
6.0,3.0,0.04,959,1497.0,2361
3.0,2.0,0.09,949,1066.0,2427
3.0,2.0,0.08,949,1135.0,2427
3.0,2.0,0.09,725,981.0,2364
3.0,3.0,0.21,927,2193.0,2421
5.0,7.0,0.29,966,5967.0,2384
2.0,1.0,0.04,956,730.0,2361
8.0,4.0,0.18,969,2215.0,2384
6.0,2.0,0.09,924,3824.0,2421
3.0,1.0,0.1,782,724.0,2374
7.0,3.0,0.21,739,2216.0,2369
6.0,2.0,0.11,957,2100.0,2361
2.0,1.0,0.19,953,645.0,2426
3.0,2.0,2.97,739,1150.0,2372
5.0,2.0,0.37,956,1010.0,2361
3.0,3.0,0.23,725,1951.0,2364
3.0,1.0,0.09,725,893.0,2364
3.0,1.0,0.11,957,782.0,2361
3.0,2.0,0.06,976,970.0,2428
9.0,3.0,0.49,966,4732.0,2384
3.0,2.0,0.08,949,1400.0,2427
3.0,2.0,29.6,926,1050.0,2421
4.0,2.0,0.11,959,1700.0,2361
5.0,3.0,3.39,927,2102.0,2364
4.0,2.0,0.1,976,2000.0,2428
3.0,2.0,0.12,927,1000.0,2421
6.0,4.0,0.29,926,3060.0,2421
7.0,6.0,0.06,926,3000.0,2421
5.0,3.0,0.14,949,6200.0,2427
8.0,7.0,0.13,961,3927.0,2361
3.0,2.0,0.09,778,1037.0,2385
3.0,1.0,0.07,777,800.0,2393
5.0,3.0,0.32,965,1238.0,2384
5.0,3.0,0.78,725,1974.0,2364
3.0,2.0,0.09,962,1250.0,2368
3.0,2.0,0.09,957,1200.0,2361
3.0,2.0,0.15,739,1130.0,2372
4.0,2.0,0.2,725,1150.0,2364
3.0,3.0,0.05,966,1740.0,2384
3.0,2.0,0.09,957,1053.0,2361
4.0,2.0,0.1,976,1500.0,2428
2.0,1.0,0.07,968,1000.0,2421
4.0,1.0,0.06,959,2475.0,2361
3.0,1.0,0.04,956,813.0,2361
4.0,2.0,0.09,961,1838.0,2361
4.0,2.0,0.07,983,1700.0,2367
4.0,1.0,0.1,921,1295.0,2421
10.0,7.0,0.04,901,4100.0,2421
4.0,3.0,0.08,783,1245.0,2361
3.0,3.0,0.29,966,2556.0,2384
3.0,2.0,0.11,926,2500.0,2421
3.0,1.0,0.08,949,1000.0,2427
3.0,2.0,0.05,736,1102.0,2369
2.0,1.0,0.05,778,1083.0,2385
7.0,2.0,0.06,782,2462.0,2374
5.0,3.0,0.1,969,2642.0,2384
4.0,2.0,0.19,953,4634.0,2426
5.0,4.0,0.56,956,3519.0,2361
4.0,2.0,0.08,949,1576.0,2427
3.0,1.0,0.07,987,880.0,2367
3.0,3.0,0.31,969,3000.0,2384
3.0,2.0,10.76,961,1277.0,2361
4.0,2.0,0.09,953,1720.0,2426
3.0,1.0,0.08,956,750.0,2361
3.0,1.0,0.09,725,912.0,2364
4.0,3.0,0.26,976,3012.0,2428
7.0,3.0,17.88,726,3000.0,2364
7.0,6.0,0.08,956,2523.0,2361
4.0,2.0,0.07,966,2259.0,2384
3.0,2.0,0.09,725,1000.0,2364
5.0,6.0,0.55,966,8000.0,2384
4.0,3.0,0.11,926,3300.0,2421
4.0,3.0,0.12,946,2350.0,2427
4.0,2.0,0.09,949,2304.0,2427
8.0,5.0,0.04,901,7249.0,2421
5.0,4.0,0.04,901,3745.0,2421
4.0,2.0,0.17,739,1900.0,2372
2.0,1.0,0.08,920,945.0,2421
7.0,4.0,0.06,921,1542.0,2421
4.0,3.0,0.06,959,2000.0,2361
3.0,2.0,0.08,949,1600.0,2427
4.0,2.0,0.09,959,1100.0,2361
3.0,2.0,0.08,739,1234.0,2372
3.0,2.0,0.55,739,913.0,2372
4.0,3.0,0.07,921,1800.0,2421
3.0,3.0,0.04,725,1150.0,2364
3.0,2.0,0.2,969,3000.0,2384
3.0,2.0,0.16,969,2000.0,2384
3.0,2.0,0.09,736,1186.0,2369
4.0,1.0,0.11,929,1387.0,2421
4.0,2.0,0.06,926,1168.0,2421
5.0,4.0,0.37,736,4650.0,2369
3.0,2.0,0.06,926,1655.0,2421
7.0,5.0,0.1,959,2500.0,2361
5.0,3.0,0.12,926,2792.0,2421
4.0,3.0,0.25,966,3346.0,2384
2.0,1.0,0.38,956,2704.0,2361
3.0,3.0,0.08,949,2000.0,2427
3.0,1.0,0.05,923,550.0,2421
4.0,3.0,0.09,778,19000.0,2385
3.0,2.0,0.07,777,895.0,2393
3.0,1.0,0.07,791,850.0,2393
3.0,2.0,0.12,727,2000.0,2364
3.0,2.0,0.1,921,1700.0,2421
3.0,1.0,0.29,918,3530.0,2421
5.0,3.0,0.09,969,1559.0,2384
6.0,6.0,0.05,909,2000.0,2421
3.0,2.0,0.09,961,964.0,2361
6.0,3.0,2.54,739,3442.0,2372
3.0,2.0,0.08,725,902.0,2364
8.0,4.0,0.08,949,3000.0,2427
3.0,2.0,0.15,926,1100.0,2421
4.0,2.0,0.23,976,2068.0,2428
4.0,2.0,0.05,926,2100.0,2421
5.0,3.0,0.05,901,2700.0,2421
3.0,2.0,0.13,926,1528.0,2421
2.0,2.0,0.26,976,2770.0,2428
5.0,2.0,0.22,924,1664.0,2421
6.0,2.0,0.09,969,1440.0,2384
5.0,3.0,1.22,987,3872.0,2367
3.0,2.0,0.07,958,871.0,2361
3.0,3.0,0.11,957,1341.0,2361
3.0,1.0,0.08,959,900.0,2361
4.0,4.0,0.08,949,2800.0,2427
5.0,7.0,0.53,926,4111.0,2421
4.0,4.0,0.13,751,1500.0,2419
9.0,3.0,0.16,966,2674.0,2384
4.0,3.0,0.22,926,2780.0,2421
3.0,2.0,0.23,971,3385.0,2384
5.0,4.0,0.08,907,1898.0,2421
4.0,4.0,0.26,926,3600.0,2421
4.0,2.0,0.11,926,1623.0,2421
4.0,3.0,0.3,926,2900.0,2421
4.0,2.0,0.08,957,2000.0,2361
3.0,2.0,0.08,924,3670.0,2421
7.0,4.0,0.29,966,3900.0,2384
3.0,2.0,0.1,956,1100.0,2361
3.0,1.0,0.06,921,880.0,2421
4.0,3.0,0.1,976,2984.0,2428
3.0,1.0,0.16,737,800.0,2369
8.0,6.0,0.06,913,1800.0,2421
2.0,3.0,0.15,926,2000.0,2421
3.0,2.0,0.15,926,2000.0,2421
3.0,2.0,0.24,926,1779.0,2421
4.0,2.0,0.12,969,1824.0,2384
3.0,2.0,0.11,926,1476.0,2421
4.0,3.0,0.06,907,2628.0,2421
4.0,2.0,0.08,965,1072.0,2384
3.0,1.0,0.06,924,692.0,2421
3.0,2.0,0.08,956,1050.0,2361
4.0,3.0,0.14,966,2132.0,2384
7.0,5.0,0.12,917,2395.0,2421
4.0,2.0,0.07,926,2027.0,2421
6.0,5.0,0.22,969,2830.0,2384
2.0,3.0,0.05,907,1924.0,2425
5.0,6.0,0.11,907,3253.0,2421
4.0,4.0,0.19,926,3089.0,2421
5.0,3.0,0.1,911,2391.0,2421
3.0,2.0,0.08,949,1900.0,2427
5.0,3.0,340.0,962,2300.0,2368
4.0,2.0,0.07,949,2400.0,2427
3.0,2.0,0.89,784,1416.0,2382
6.0,2.0,0.25,736,1053.0,2369
2.0,1.0,0.09,784,1344.0,2382
4.0,2.0,0.1,784,1029.0,2382
6.0,2.0,0.04,784,1500.0,2382
3.0,1.0,0.03,754,1379.0,2422
3.0,1.0,0.08,723,800.0,2410
5.0,3.0,0.48,754,1945.0,2422
4.0,1.0,0.25,767,1120.0,2434
2.0,1.0,0.77,974,1400.0,2382
1.0,1.0,25.94,736,3000.0,2369
3.0,1.0,0.06,921,730.0,2421
4.0,1.0,0.1,969,1200.0,2384
3.0,2.0,0.08,956,2555.0,2361
3.0,1.0,0.44,954,1332.0,2426
5.0,3.0,0.04,959,1900.0,2361
3.0,3.0,0.11,926,1996.0,2421
8.0,6.0,0.07,907,3400.0,2421
4.0,2.0,0.13,949,2700.0,2427
5.0,3.0,0.1,917,3995.0,2421
4.0,3.0,0.5,926,4000.0,2384
4.0,3.0,0.1,969,2500.0,2384
6.0,4.0,0.27,926,4210.0,2421
4.0,2.0,0.29,926,2615.0,2421
4.0,2.0,0.11,926,3141.0,2421
3.0,1.0,0.09,777,945.0,2393
3.0,2.0,0.15,784,1284.0,2382
13.0,3.0,0.09,723,1609.0,2410
3.0,2.0,4.67,736,1095.0,2369
3.0,3.0,1.17,771,3000.0,2397
3.0,1.0,0.07,771,836.0,2397
4.0,3.0,0.09,791,2050.0,2389
3.0,2.0,0.42,771,1480.0,2397
10.0,10.0,0.48,771,4233.0,2397
3.0,1.0,0.06,791,881.0,2389
9.0,4.0,0.25,791,2666.0,2389
4.0,2.0,0.16,791,1890.0,2389
3.0,3.0,0.06,791,2988.0,2389
4.0,2.0,0.06,791,1443.0,2389
3.0,3.0,0.14,771,2700.0,2397
6.0,3.0,0.08,791,2599.0,2389
3.0,1.0,0.23,791,938.0,2389
4.0,2.0,0.08,791,1315.0,2389
3.0,1.0,0.06,791,809.0,2389
4.0,2.0,0.91,791,1612.0,2389
3.0,2.0,0.16,791,1300.0,2389
1.0,1.0,0.12,791,618.0,2389
3.0,1.0,0.08,741,920.0,2389
4.0,3.0,0.08,771,1770.0,2397
3.0,2.0,0.17,791,1150.0,2389
4.0,3.0,0.2,777,2399.0,2393
4.0,4.0,0.28,791,2500.0,2389
3.0,1.0,0.39,777,1308.0,2393
3.0,2.0,0.26,792,1250.0,2389
3.0,2.0,0.09,771,1170.0,2397
3.0,2.0,0.12,777,1000.0,2393
5.0,4.0,0.9,771,4413.0,2397
4.0,2.0,0.06,741,1299.0,2389
4.0,2.0,0.08,791,1400.0,2389
4.0,2.0,0.18,791,1200.0,2389
3.0,2.0,0.08,791,881.0,2406
2.0,1.0,0.05,791,782.0,2389
4.0,3.0,0.22,791,2175.0,2389
3.0,2.0,0.1,777,1000.0,2393
3.0,1.0,0.22,771,1083.0,2397
3.0,2.0,0.25,791,1960.0,2389
3.0,2.0,0.25,771,2100.0,2397
5.0,2.0,0.23,791,1250.0,2389
2.0,1.0,0.25,729,622.0,2366
5.0,3.0,0.1,913,2800.0,2421
4.0,2.0,0.09,979,1600.0,2367
5.0,2.0,0.2,754,800.0,2415
5.0,3.0,0.26,729,3401.0,2366
7.0,2.0,0.34,745,2140.0,2415
6.0,5.0,0.15,913,3210.0,2421
3.0,1.0,1.33,745,843.0,2415
3.0,1.0,0.04,982,600.0,2367
7.0,5.0,0.51,982,1777.0,2367
3.0,2.0,0.08,985,1200.0,2367
3.0,1.0,0.1,913,1065.0,2421
4.0,2.0,0.25,729,1274.0,2366
2.0,1.0,0.11,772,924.0,2398
4.0,2.0,0.09,982,3932.0,2367
3.0,1.0,0.08,985,857.0,2367
3.0,1.0,0.06,985,798.0,2367
4.0,3.0,0.15,983,2611.0,2367
6.0,2.0,0.26,979,4300.0,2367
3.0,1.0,0.09,729,1000.0,2366
4.0,2.0,0.13,729,2762.0,2366
4.0,2.0,0.06,729,1256.0,2398
3.0,2.0,0.09,985,1109.0,2367
3.0,1.0,0.08,729,670.0,2366
3.0,1.0,0.1,729,648.0,2366
2.0,1.0,0.06,729,1538.0,2366
7.0,4.0,0.07,729,2500.0,2366
8.0,8.0,0.33,913,7000.0,2421
3.0,2.0,0.09,979,1071.0,2367
3.0,2.0,0.08,745,827.0,2415
2.0,1.0,0.09,985,750.0,2367
4.0,2.0,0.08,983,1133.0,2367
3.0,3.0,0.97,987,1550.0,2367
3.0,2.0,0.09,924,1532.0,2421
2.0,2.0,0.02,979,1190.0,2367
7.0,2.0,0.25,913,2200.0,2421
3.0,2.0,0.27,729,1713.0,2366
3.0,2.0,0.02,729,1127.0,2366
3.0,2.0,0.09,982,1047.0,2367
4.0,2.0,0.22,729,1668.0,2366
3.0,2.0,0.08,729,1296.0,2366
7.0,5.0,0.08,985,2888.0,2367
3.0,2.0,0.03,772,1416.0,2398
3.0,2.0,0.13,979,2500.0,2367
8.0,4.0,0.09,983,1227.0,2367
3.0,1.0,0.06,729,980.0,2366
7.0,3.0,0.1,985,2546.0,2367
3.0,2.0,0.1,745,1374.0,2415
4.0,4.0,0.09,985,1190.0,2367
3.0,2.0,0.07,987,1255.0,2367
6.0,3.0,0.08,983,1785.0,2367
3.0,1.0,0.07,985,1000.0,2367
3.0,2.0,0.09,983,1574.0,2367
4.0,2.0,0.05,738,1113.0,2415
3.0,2.0,0.07,987,1600.0,2367
4.0,4.0,0.07,772,1561.0,2398
3.0,1.0,0.08,982,900.0,2367
3.0,1.0,0.08,745,951.0,2415
4.0,2.0,0.07,983,1200.0,2367
3.0,2.0,0.04,979,982.0,2367
4.0,2.0,0.08,982,1255.0,2367
7.0,10.0,0.17,913,4800.0,2421
4.0,2.0,0.11,729,1228.0,2366
5.0,5.0,0.07,983,3303.0,2367
3.0,1.0,0.07,745,932.0,2415
3.0,3.0,0.13,979,2100.0,2367
1.0,1.0,0.18,729,586.0,2366
3.0,2.0,0.05,745,1587.0,2415
2.0,2.0,0.11,723,645.0,2410
3.0,1.0,2.03,725,678.0,2364
7.0,4.0,0.08,725,950.0,2364
4.0,2.0,0.4,725,9180.0,2364
3.0,2.0,0.02,725,1048.0,2364
3.0,1.0,0.03,725,831.0,2364
6.0,6.0,0.11,725,3801.0,2364
3.0,2.0,0.08,725,1343.0,2364
4.0,4.0,0.1,725,2818.0,2364
3.0,2.0,0.02,725,923.0,2364
3.0,2.0,0.06,725,919.0,2364
6.0,8.0,0.7,725,8500.0,2364
3.0,1.0,0.02,725,1017.0,2364
4.0,2.0,0.02,725,1131.0,2364
4.0,4.0,2500.0,725,4400.0,2364
3.0,2.0,0.06,727,828.0,2364
3.0,2.0,0.02,727,1293.0,2364
3.0,1.0,0.2,727,900.0,2364
3.0,1.0,0.07,727,846.0,2364
3.0,10.0,2960.0,728,638.0,2412
2.0,1.0,0.08,730,817.0,2412
3.0,2.0,1825.0,730,1800.0,2412
3.0,1.0,0.06,730,840.0,2412
5.0,5.0,0.42,730,5575.0,2412
4.0,2.0,0.12,730,2971.0,2412
3.0,1.0,0.24,720,900.0,2409
7.0,5.0,0.14,720,3000.0,2409
4.0,3.0,0.22,720,1430.0,2409
3.0,1.0,0.07,720,1000.0,2409
6.0,4.0,0.09,720,1750.0,2409
3.0,4.0,5.0,731,1500.0,2412
3.0,1.0,0.24,731,845.0,2412
6.0,2.0,1.56,731,2250.0,2412
2.0,1.0,0.07,729,900.0,2366
3.0,1.0,0.09,735,704.0,2370
3.0,2.0,0.02,735,1126.0,2370
3.0,3.0,0.76,735,927.0,2370
3.0,2.0,0.12,735,1785.0,2370
6.0,4.0,0.19,735,2506.0,2370
3.0,2.0,0.01,735,1168.0,2370
2.0,1.0,0.03,736,550.0,2369
3.0,1.0,0.02,736,800.0,2369
3.0,2.0,0.01,736,1286.0,2369
5.0,5.0,0.46,738,3363.0,2379
3.0,1.0,0.04,738,750.0,2379
3.0,2.0,0.08,738,1046.0,2379
2.0,3.0,0.1,738,1888.0,2379
3.0,1.0,0.06,738,700.0,2379
2.0,1.0,1.18,738,629.0,2379
3.0,1.0,0.07,738,1048.0,2379
